,DE_load_actual_entsoe_transparency
12985,41948.0
12986,41057.0
12987,40694.0
12988,40957.0
12989,43121.0
12990,46896.0
12991,50755.0
12992,53979.0
12993,56077.0
12994,57627.0
12995,56989.0
12996,55224.0
12997,53700.0
12998,52184.0
12999,51548.0
13000,51758.0
13001,52123.0
13002,50586.0
13003,48657.0
13004,46816.0
13005,45591.0
13006,42900.0
13007,39843.0
13008,37850.0
13009,36792.0
13010,36190.0
13011,36095.0
13012,35437.0
13013,36508.0
13014,38825.0
13015,42563.0
13016,45620.0
13017,47978.0
13018,50264.0
13019,50238.0
13020,48392.0
13021,46991.0
13022,46134.0
13023,45955.0
13024,47157.0
13025,47122.0
13026,46109.0
13027,46477.0
13028,46102.0
13029,46415.0
13030,43305.0
13031,40892.0
13032,39240.0
13033,38470.0
13034,38929.0
13035,40156.0
13036,43650.0
13037,52506.0
13038,59829.0
13039,63652.0
13040,64651.0
13041,66508.0
13042,68161.0
13043,68074.0
13044,67828.0
13045,66374.0
13046,64950.0
13047,63180.0
13048,63035.0
13049,62503.0
13050,61462.0
13051,59005.0
13052,56120.0
13053,53466.0
13054,49347.0
13055,45695.0
13056,44214.0
13057,43277.0
13058,43261.0
13059,44149.0
13060,46656.0
13061,54561.0
13062,60803.0
13063,63821.0
13064,64788.0
13065,66312.0
13066,67954.0
13067,67208.0
13068,66903.0
13069,65669.0
13070,64634.0
13071,63140.0
13072,62073.0
13073,61264.0
13074,60336.0
13075,57999.0
13076,55608.0
13077,53214.0
13078,49189.0
13079,45973.0
13080,44544.0
13081,43543.0
13082,43720.0
13083,44717.0
13084,47311.0
13085,55453.0
13086,61689.0
13087,64850.0
13088,66192.0
13089,68231.0
13090,69133.0
13091,69259.0
13092,68575.0
13093,66620.0
13094,65861.0
13095,64356.0
13096,62973.0
13097,61997.0
13098,61350.0
13099,58703.0
13100,56506.0
13101,54125.0
13102,49556.0
13103,46156.0
13104,44174.0
13105,43082.0
13106,43426.0
13107,44144.0
13108,47056.0
13109,54990.0
13110,61411.0
13111,64782.0
13112,65045.0
13113,66646.0
13114,68099.0
13115,67924.0
13116,67160.0
13117,66481.0
13118,65422.0
13119,63794.0
13120,63230.0
13121,62616.0
13122,61205.0
13123,58878.0
13124,56479.0
13125,54327.0
13126,50270.0
13127,46343.0
13128,44200.0
13129,43257.0
13130,43287.0
13131,44223.0
13132,46817.0
13133,54844.0
13134,61327.0
13135,64778.0
13136,66018.0
13137,67626.0
13138,69149.0
13139,68107.0
13140,66153.0
13141,64810.0
13142,62748.0
13143,61354.0
13144,60581.0
13145,59760.0
13146,58483.0
13147,55800.0
13148,53337.0
13149,51169.0
13150,47887.0
13151,44996.0
13152,42900.0
13153,41575.0
13154,40846.0
13155,40318.0
13156,40480.0
13157,43075.0
13158,46947.0
13159,50912.0
13160,54037.0
13161,55651.0
13162,56510.0
13163,56295.0
13164,53941.0
13165,52198.0
13166,51223.0
13167,50731.0
13168,50885.0
13169,50911.0
13170,49914.0
13171,47959.0
13172,44941.0
13173,44226.0
13174,42337.0
13175,40493.0
13176,37614.0
13177,35994.0
13178,35216.0
13179,34943.0
13180,34503.0
13181,35594.0
13182,38011.0
13183,41250.0
13184,44414.0
13185,47458.0
13186,50147.0
13187,49678.0
13188,47579.0
13189,45997.0
13190,45506.0
13191,45852.0
13192,46217.0
13193,47531.0
13194,47938.0
13195,46923.0
13196,46161.0
13197,46265.0
13198,43157.0
13199,40629.0
13200,38907.0
13201,38312.0
13202,38505.0
13203,39884.0
13204,43569.0
13205,52251.0
13206,58730.0
13207,62180.0
13208,63084.0
13209,64586.0
13210,67130.0
13211,67246.0
13212,66539.0
13213,64463.0
13214,63619.0
13215,62047.0
13216,61343.0
13217,60618.0
13218,59980.0
13219,57493.0
13220,55229.0
13221,53398.0
13222,48969.0
13223,45501.0
13224,43793.0
13225,42839.0
13226,42834.0
13227,43838.0
13228,47182.0
13229,54571.0
13230,60880.0
13231,63925.0
13232,65494.0
13233,68028.0
13234,69881.0
13235,68831.0
13236,68001.0
13237,66759.0
13238,66267.0
13239,64940.0
13240,64314.0
13241,63480.0
13242,62384.0
13243,59515.0
13244,56839.0
13245,54577.0
13246,50371.0
13247,46743.0
13248,44710.0
13249,43994.0
13250,43888.0
13251,44679.0
13252,47333.0
13253,55219.0
13254,61562.0
13255,64781.0
13256,66161.0
13257,68453.0
13258,69948.0
13259,69011.0
13260,68334.0
13261,67127.0
13262,65894.0
13263,64414.0
13264,63393.0
13265,62469.0
13266,61531.0
13267,59121.0
13268,56191.0
13269,53964.0
13270,49614.0
13271,45869.0
13272,43968.0
13273,42729.0
13274,42933.0
13275,43848.0
13276,46560.0
13277,54388.0
13278,60506.0
13279,63838.0
13280,65336.0
13281,66727.0
13282,67855.0
13283,66987.0
13284,66622.0
13285,65430.0
13286,64470.0
13287,62440.0
13288,61763.0
13289,61277.0
13290,60126.0
13291,56328.0
13292,52654.0
13293,51601.0
13294,49338.0
13295,46386.0
13296,44389.0
13297,43306.0
13298,43278.0
13299,44181.0
13300,46880.0
13301,53962.0
13302,60502.0
13303,64361.0
13304,65190.0
13305,66773.0
13306,68448.0
13307,67849.0
13308,66619.0
13309,65090.0
13310,64256.0
13311,62652.0
13312,61671.0
13313,60685.0
13314,59267.0
13315,56230.0
13316,54025.0
13317,52137.0
13318,48236.0
13319,45151.0
13320,42985.0
13321,41726.0
13322,41172.0
13323,40911.0
13324,40864.0
13325,42994.0
13326,46672.0
13327,50634.0
13328,54037.0
13329,55669.0
13330,56360.0
13331,55893.0
13332,54163.0
13333,51938.0
13334,51016.0
13335,50477.0
13336,50501.0
13337,50590.0
13338,49804.0
13339,47639.0
13340,46053.0
13341,45678.0
13342,42757.0
13343,39925.0
13344,38300.0
13345,37225.0
13346,36489.0
13347,36205.0
13348,35689.0
13349,36467.0
13350,39435.0
13351,43061.0
13352,46497.0
13353,48879.0
13354,51025.0
13355,50513.0
13356,48835.0
13357,47421.0
13358,46524.0
13359,46670.0
13360,47522.0
13361,48601.0
13362,48725.0
13363,47675.0
13364,47387.0
13365,47418.0
13366,44677.0
13367,42034.0
13368,40338.0
13369,39491.0
13370,39634.0
13371,40941.0
13372,44026.0
13373,52635.0
13374,59611.0
13375,63155.0
13376,65202.0
13377,67103.0
13378,69724.0
13379,69526.0
13380,68744.0
13381,67309.0
13382,66482.0
13383,64535.0
13384,63444.0
13385,62920.0
13386,61439.0
13387,58641.0
13388,55800.0
13389,53661.0
13390,49514.0
13391,46574.0
13392,44857.0
13393,44035.0
13394,43947.0
13395,44633.0
13396,46912.0
13397,54650.0
13398,61152.0
13399,64313.0
13400,64799.0
13401,66578.0
13402,68335.0
13403,68654.0
13404,68627.0
13405,66749.0
13406,65455.0
13407,64017.0
13408,62526.0
13409,61719.0
13410,60396.0
13411,57487.0
13412,54960.0
13413,52617.0
13414,48271.0
13415,45120.0
13416,43731.0
13417,42735.0
13418,42794.0
13419,43610.0
13420,46173.0
13421,53293.0
13422,59591.0
13423,62997.0
13424,64262.0
13425,66160.0
13426,67778.0
13427,67319.0
13428,65779.0
13429,64312.0
13430,63433.0
13431,62613.0
13432,61593.0
13433,61147.0
13434,60311.0
13435,57309.0
13436,54888.0
13437,52268.0
13438,48438.0
13439,45046.0
13440,43045.0
13441,42173.0
13442,42433.0
13443,43596.0
13444,46451.0
13445,53603.0
13446,59976.0
13447,63190.0
13448,64784.0
13449,66502.0
13450,68000.0
13451,67681.0
13452,66792.0
13453,65904.0
13454,64464.0
13455,62519.0
13456,62221.0
13457,62107.0
13458,61057.0
13459,58380.0
13460,56095.0
13461,53461.0
13462,48870.0
13463,45428.0
13464,43521.0
13465,42852.0
13466,42923.0
13467,43740.0
13468,46774.0
13469,53905.0
13470,60134.0
13471,63617.0
13472,64778.0
13473,66883.0
13474,67945.0
13475,66792.0
13476,65240.0
13477,63076.0
13478,61852.0
13479,60655.0
13480,60242.0
13481,58662.0
13482,57236.0
13483,54746.0
13484,52270.0
13485,50259.0
13486,46814.0
13487,43718.0
13488,41665.0
13489,40325.0
13490,39891.0
13491,40093.0
13492,39789.0
13493,41709.0
13494,45305.0
13495,49068.0
13496,52162.0
13497,54235.0
13498,55183.0
13499,53785.0
13500,52191.0
13501,50794.0
13502,50085.0
13503,49515.0
13504,49863.0
13505,50015.0
13506,49075.0
13507,46850.0
13508,45595.0
13509,44939.0
13510,42030.0
13511,39004.0
13512,37168.0
13513,36080.0
13514,35611.0
13515,35631.0
13516,35554.0
13517,36121.0
13518,38541.0
13519,41683.0
13520,44944.0
13521,47575.0
13522,50166.0
13523,49775.0
13524,48161.0
13525,46985.0
13526,45733.0
13527,45329.0
13528,46100.0
13529,47201.0
13530,47378.0
13531,46663.0
13532,46414.0
13533,46986.0
13534,44017.0
13535,41284.0
13536,39806.0
13537,38993.0
13538,39239.0
13539,40482.0
13540,43705.0
13541,52064.0
13542,58704.0
13543,62434.0
13544,63799.0
13545,65975.0
13546,67315.0
13547,66729.0
13548,66063.0
13549,64759.0
13550,63904.0
13551,62251.0
13552,61495.0
13553,60801.0
13554,59895.0
13555,57028.0
13556,54660.0
13557,52685.0
13558,48256.0
13559,45274.0
13560,43179.0
13561,42353.0
13562,42572.0
13563,43160.0
13564,46452.0
13565,53276.0
13566,59761.0
13567,63599.0
13568,65201.0
13569,67117.0
13570,68338.0
13571,67564.0
13572,66886.0
13573,65857.0
13574,64579.0
13575,63146.0
13576,62277.0
13577,61587.0
13578,60462.0
13579,57876.0
13580,56043.0
13581,54145.0
13582,49703.0
13583,46471.0
13584,44567.0
13585,43666.0
13586,43687.0
13587,44608.0
13588,47094.0
13589,54014.0
13590,60390.0
13591,64371.0
13592,65986.0
13593,67810.0
13594,69254.0
13595,68702.0
13596,68214.0
13597,66845.0
13598,65723.0
13599,64238.0
13600,63601.0
13601,62819.0
13602,61825.0
13603,58830.0
13604,57100.0
13605,55046.0
13606,50644.0
13607,47488.0
13608,45473.0
13609,43669.0
13610,43156.0
13611,44333.0
13612,46743.0
13613,54049.0
13614,60487.0
13615,63973.0
13616,65213.0
13617,67302.0
13618,69099.0
13619,68241.0
13620,67837.0
13621,66580.0
13622,64669.0
13623,63601.0
13624,62978.0
13625,62206.0
13626,60990.0
13627,58092.0
13628,56366.0
13629,54076.0
13630,49711.0
13631,46426.0
13632,44348.0
13633,43270.0
13634,43539.0
13635,44491.0
13636,46812.0
13637,53760.0
13638,59887.0
13639,63346.0
13640,64900.0
13641,66320.0
13642,67562.0
13643,67091.0
13644,66185.0
13645,64648.0
13646,63064.0
13647,61608.0
13648,60743.0
13649,59992.0
13650,58366.0
13651,55216.0
13652,53151.0
13653,51058.0
13654,47131.0
13655,44199.0
13656,42169.0
13657,41316.0
13658,40748.0
13659,40617.0
13660,40658.0
13661,42651.0
13662,46228.0
13663,49771.0
13664,52590.0
13665,54649.0
13666,55554.0
13667,54727.0
13668,53114.0
13669,51287.0
13670,50465.0
13671,50187.0
13672,50259.0
13673,49986.0
13674,48979.0
13675,46775.0
13676,45745.0
13677,44893.0
13678,42082.0
13679,39429.0
13680,37383.0
13681,36410.0
13682,35718.0
13683,35602.0
13684,35336.0
13685,36031.0
13686,38374.0
13687,41633.0
13688,44528.0
13689,46817.0
13690,48648.0
13691,48740.0
13692,47455.0
13693,46537.0
13694,45351.0
13695,45364.0
13696,45858.0
13697,46844.0
13698,46943.0
13699,46287.0
13700,46475.0
13701,46761.0
13702,43870.0
13703,41264.0
13704,39591.0
13705,38787.0
13706,39094.0
13707,40325.0
13708,43750.0
13709,51644.0
13710,58593.0
13711,62470.0
13712,64022.0
13713,66013.0
13714,67976.0
13715,67632.0
13716,67324.0
13717,65990.0
13718,64765.0
13719,62940.0
13720,61980.0
13721,61204.0
13722,60030.0
13723,57350.0
13724,55540.0
13725,52976.0
13726,48596.0
13727,45346.0
13728,43669.0
13729,42488.0
13730,42505.0
13731,43590.0
13732,46343.0
13733,53261.0
13734,59141.0
13735,63148.0
13736,64882.0
13737,66709.0
13738,68378.0
13739,67795.0
13740,66714.0
13741,65182.0
13742,64000.0
13743,62931.0
13744,62315.0
13745,61393.0
13746,59960.0
13747,57075.0
13748,55577.0
13749,52965.0
13750,48730.0
13751,45399.0
13752,43629.0
13753,42468.0
13754,42487.0
13755,43272.0
13756,46324.0
13757,52965.0
13758,59291.0
13759,62603.0
13760,63780.0
13761,65689.0
13762,67481.0
13763,67497.0
13764,66505.0
13765,65561.0
13766,63898.0
13767,62695.0
13768,61639.0
13769,61062.0
13770,59603.0
13771,56952.0
13772,55262.0
13773,52623.0
13774,48495.0
13775,45359.0
13776,43493.0
13777,42535.0
13778,42652.0
13779,43433.0
13780,46378.0
13781,52718.0
13782,58487.0
13783,61756.0
13784,63574.0
13785,65720.0
13786,67337.0
13787,66657.0
13788,65279.0
13789,63918.0
13790,62615.0
13791,61262.0
13792,60979.0
13793,60551.0
13794,59261.0
13795,56672.0
13796,55029.0
13797,52294.0
13798,48351.0
13799,45198.0
13800,43491.0
13801,42404.0
13802,42315.0
13803,43392.0
13804,46154.0
13805,52715.0
13806,58573.0
13807,61973.0
13808,63697.0
13809,65364.0
13810,65987.0
13811,64965.0
13812,63603.0
13813,62303.0
13814,61065.0
13815,59558.0
13816,59236.0
13817,57953.0
13818,56231.0
13819,53454.0
13820,51741.0
13821,49413.0
13822,45823.0
13823,43288.0
13824,41429.0
13825,40203.0
13826,39662.0
13827,39755.0
13828,39987.0
13829,41555.0
13830,45010.0
13831,48815.0
13832,51995.0
13833,53941.0
13834,54875.0
13835,54096.0
13836,51998.0
13837,50855.0
13838,50440.0
13839,49853.0
13840,49704.0
13841,49558.0
13842,48366.0
13843,46164.0
13844,45513.0
13845,43991.0
13846,41365.0
13847,38545.0
13848,37068.0
13849,36160.0
13850,35542.0
13851,35230.0
13852,35158.0
13853,35420.0
13854,37907.0
13855,40965.0
13856,43930.0
13857,46398.0
13858,48601.0
13859,48340.0
13860,47420.0
13861,45566.0
13862,44700.0
13863,44236.0
13864,45449.0
13865,46527.0
13866,45939.0
13867,45467.0
13868,45531.0
13869,45243.0
13870,42110.0
13871,39496.0
13872,38412.0
13873,37652.0
13874,37851.0
13875,39195.0
13876,42453.0
13877,49246.0
13878,55691.0
13879,59185.0
13880,60843.0
13881,63403.0
13882,65265.0
13883,64619.0
13884,63594.0
13885,62484.0
13886,61229.0
13887,59636.0
13888,58778.0
13889,58090.0
13890,57032.0
13891,54693.0
13892,53389.0
13893,50537.0
13894,46249.0
13895,43757.0
13896,42165.0
13897,41157.0
13898,41460.0
13899,42267.0
13900,45516.0
13901,51863.0
13902,57789.0
13903,61339.0
13904,62782.0
13905,65044.0
13906,65988.0
13907,65938.0
13908,65095.0
13909,63703.0
13910,62577.0
13911,61104.0
13912,60671.0
13913,60124.0
13914,58979.0
13915,56621.0
13916,54998.0
13917,51689.0
13918,47226.0
13919,44239.0
13920,42525.0
13921,41643.0
13922,41810.0
13923,42720.0
13924,45706.0
13925,52110.0
13926,58213.0
13927,61966.0
13928,63543.0
13929,65636.0
13930,67300.0
13931,67172.0
13932,66641.0
13933,65417.0
13934,63719.0
13935,62547.0
13936,61848.0
13937,61128.0
13938,60043.0
13939,57495.0
13940,56022.0
13941,52356.0
13942,48275.0
13943,45059.0
13944,43305.0
13945,42346.0
13946,42604.0
13947,43446.0
13948,46107.0
13949,52499.0
13950,58630.0
13951,62216.0
13952,63629.0
13953,65682.0
13954,67785.0
13955,67268.0
13956,66173.0
13957,64698.0
13958,63805.0
13959,61945.0
13960,61287.0
13961,60108.0
13962,59012.0
13963,56671.0
13964,54863.0
13965,51484.0
13966,47611.0
13967,44812.0
13968,42777.0
13969,41729.0
13970,41691.0
13971,42647.0
13972,45512.0
13973,51826.0
13974,57825.0
13975,61273.0
13976,62599.0
13977,63868.0
13978,65200.0
13979,64140.0
13980,62416.0
13981,60749.0
13982,59387.0
13983,58822.0
13984,58643.0
13985,57803.0
13986,56314.0
13987,53397.0
13988,52020.0
13989,48969.0
13990,45180.0
13991,42113.0
13992,40366.0
13993,39041.0
13994,38477.0
13995,38613.0
13996,39041.0
13997,40544.0
13998,44098.0
13999,47970.0
14000,51016.0
14001,52906.0
14002,53889.0
14003,52872.0
14004,51073.0
14005,48919.0
14006,48490.0
14007,48055.0
14008,48632.0
14009,48409.0
14010,47827.0
14011,45843.0
14012,45081.0
14013,43312.0
14014,40327.0
14015,37821.0
14016,35802.0
14017,34829.0
14018,34456.0
14019,34556.0
14020,34723.0
14021,35134.0
14022,37422.0
14023,40638.0
14024,43995.0
14025,46367.0
14026,47977.0
14027,47255.0
14028,45540.0
14029,44313.0
14030,43547.0
14031,43498.0
14032,44504.0
14033,46007.0
14034,46133.0
14035,45696.0
14036,46373.0
14037,45225.0
14038,42236.0
14039,39874.0
14040,38377.0
14041,37847.0
14042,37760.0
14043,39073.0
14044,42958.0
14045,50330.0
14046,56919.0
14047,60885.0
14048,63086.0
14049,65098.0
14050,67418.0
14051,67044.0
14052,66242.0
14053,64579.0
14054,63263.0
14055,61920.0
14056,60937.0
14057,59685.0
14058,58406.0
14059,55762.0
14060,54291.0
14061,50838.0
14062,46572.0
14063,44049.0
14064,42413.0
14065,41429.0
14066,41289.0
14067,42136.0
14068,45452.0
14069,51803.0
14070,57861.0
14071,61008.0
14072,62057.0
14073,63759.0
14074,65154.0
14075,64489.0
14076,64079.0
14077,63119.0
14078,62033.0
14079,60836.0
14080,60116.0
14081,59221.0
14082,58172.0
14083,55900.0
14084,54364.0
14085,50610.0
14086,46595.0
14087,43740.0
14088,42154.0
14089,41297.0
14090,41415.0
14091,42427.0
14092,45628.0
14093,52312.0
14094,58029.0
14095,60986.0
14096,62132.0
14097,63707.0
14098,65634.0
14099,64995.0
14100,64183.0
14101,62099.0
14102,60423.0
14103,59638.0
14104,59495.0
14105,58704.0
14106,57963.0
14107,55680.0
14108,54245.0
14109,50521.0
14110,46360.0
14111,43501.0
14112,41779.0
14113,40937.0
14114,41021.0
14115,42139.0
14116,45039.0
14117,51235.0
14118,56882.0
14119,59732.0
14120,61133.0
14121,63482.0
14122,65201.0
14123,64209.0
14124,63260.0
14125,62078.0
14126,60991.0
14127,59701.0
14128,59825.0
14129,59282.0
14130,58498.0
14131,56663.0
14132,54504.0
14133,50547.0
14134,46588.0
14135,43840.0
14136,42030.0
14137,40867.0
14138,41211.0
14139,42051.0
14140,45495.0
14141,51825.0
14142,57457.0
14143,61254.0
14144,62588.0
14145,64250.0
14146,65552.0
14147,64335.0
14148,62536.0
14149,61360.0
14150,60420.0
14151,59497.0
14152,59180.0
14153,58346.0
14154,57145.0
14155,54767.0
14156,53063.0
14157,49520.0
14158,45626.0
14159,42646.0
14160,40806.0
14161,39692.0
14162,39178.0
14163,39055.0
14164,39758.0
14165,41059.0
14166,44754.0
14167,48978.0
14168,51944.0
14169,54286.0
14170,55631.0
14171,54313.0
14172,52410.0
14173,51036.0
14174,49946.0
14175,49348.0
14176,49491.0
14177,49375.0
14178,48421.0
14179,46468.0
14180,46473.0
14181,43993.0
14182,40949.0
14183,38782.0
14184,36837.0
14185,35608.0
14186,35214.0
14187,35016.0
14188,35361.0
14189,35491.0
14190,37518.0
14191,40675.0
14192,44091.0
14193,46476.0
14194,48681.0
14195,48551.0
14196,46300.0
14197,44884.0
14198,43870.0
14199,43328.0
14200,44411.0
14201,45691.0
14202,45623.0
14203,45228.0
14204,45942.0
14205,44600.0
14206,41209.0
14207,39044.0
14208,37360.0
14209,36570.0
14210,36812.0
14211,37994.0
14212,41488.0
14213,47733.0
14214,53554.0
14215,57376.0
14216,59203.0
14217,61048.0
14218,62771.0
14219,62638.0
14220,61765.0
14221,60913.0
14222,59540.0
14223,57664.0
14224,57263.0
14225,57210.0
14226,56429.0
14227,54470.0
14228,53506.0
14229,50062.0
14230,45853.0
14231,42742.0
14232,41182.0
14233,40260.0
14234,40408.0
14235,41768.0
14236,44861.0
14237,51227.0
14238,56987.0
14239,60739.0
14240,62232.0
14241,64340.0
14242,66124.0
14243,65137.0
14244,63864.0
14245,62849.0
14246,61819.0
14247,59880.0
14248,59671.0
14249,59177.0
14250,58330.0
14251,56014.0
14252,55215.0
14253,51138.0
14254,47135.0
14255,44087.0
14256,42174.0
14257,41166.0
14258,41276.0
14259,42380.0
14260,45473.0
14261,51662.0
14262,57428.0
14263,61076.0
14264,62592.0
14265,64034.0
14266,65437.0
14267,64984.0
14268,64131.0
14269,62880.0
14270,61629.0
14271,60369.0
14272,59493.0
14273,58950.0
14274,58309.0
14275,56361.0
14276,55429.0
14277,51443.0
14278,47306.0
14279,44336.0
14280,42696.0
14281,41515.0
14282,41816.0
14283,42722.0
14284,46163.0
14285,52486.0
14286,57924.0
14287,61308.0
14288,62769.0
14289,64352.0
14290,66120.0
14291,65687.0
14292,64763.0
14293,63661.0
14294,62343.0
14295,60896.0
14296,60244.0
14297,59627.0
14298,58925.0
14299,56953.0
14300,55701.0
14301,51666.0
14302,47454.0
14303,44270.0
14304,42781.0
14305,41769.0
14306,41943.0
14307,42877.0
14308,46127.0
14309,52431.0
14310,57933.0
14311,61353.0
14312,62876.0
14313,64421.0
14314,65288.0
14315,64600.0
14316,63371.0
14317,61739.0
14318,60510.0
14319,59382.0
14320,58766.0
14321,58186.0
14322,56953.0
14323,55011.0
14324,52981.0
14325,49319.0
14326,45792.0
14327,43285.0
14328,41351.0
14329,40307.0
14330,39948.0
14331,40191.0
14332,41059.0
14333,42412.0
14334,45377.0
14335,49096.0
14336,51931.0
14337,53783.0
14338,55400.0
14339,55388.0
14340,53775.0
14341,51582.0
14342,50136.0
14343,49826.0
14344,50585.0
14345,50581.0
14346,49902.0
14347,47832.0
14348,46914.0
14349,44313.0
14350,41706.0
14351,39279.0
14352,37461.0
14353,36080.0
14354,35566.0
14355,35352.0
14356,35576.0
14357,36164.0
14358,38266.0
14359,41564.0
14360,45260.0
14361,47681.0
14362,49229.0
14363,48691.0
14364,47026.0
14365,45404.0
14366,44737.0
14367,44378.0
14368,45385.0
14369,47628.0
14370,47247.0
14371,46998.0
14372,46901.0
14373,45011.0
14374,42326.0
14375,39925.0
14376,38686.0
14377,38089.0
14378,38287.0
14379,39732.0
14380,43887.0
14381,52096.0
14382,58349.0
14383,62113.0
14384,63313.0
14385,65430.0
14386,67325.0
14387,66791.0
14388,65976.0
14389,64833.0
14390,63056.0
14391,62013.0
14392,61738.0
14393,61169.0
14394,60506.0
14395,59105.0
14396,57475.0
14397,52932.0
14398,48673.0
14399,44879.0
14400,43406.0
14401,42224.0
14402,42256.0
14403,43392.0
14404,46973.0
14405,53662.0
14406,59208.0
14407,62526.0
14408,63347.0
14409,66035.0
14410,67585.0
14411,66883.0
14412,66229.0
14413,64823.0
14414,63647.0
14415,61954.0
14416,61130.0
14417,60594.0
14418,60066.0
14419,58663.0
14420,57457.0
14421,52779.0
14422,48272.0
14423,45188.0
14424,43521.0
14425,42766.0
14426,42826.0
14427,43710.0
14428,47084.0
14429,54086.0
14430,59657.0
14431,63100.0
14432,64155.0
14433,66005.0
14434,67626.0
14435,66920.0
14436,66277.0
14437,65037.0
14438,63634.0
14439,62349.0
14440,61591.0
14441,61076.0
14442,60354.0
14443,58696.0
14444,57155.0
14445,53120.0
14446,49044.0
14447,45867.0
14448,44636.0
14449,43598.0
14450,43588.0
14451,44376.0
14452,47692.0
14453,54522.0
14454,60128.0
14455,63288.0
14456,64199.0
14457,65817.0
14458,67582.0
14459,67283.0
14460,66515.0
14461,65017.0
14462,63390.0
14463,62046.0
14464,61625.0
14465,61019.0
14466,60121.0
14467,58491.0
14468,57148.0
14469,53359.0
14470,49418.0
14471,46719.0
14472,44926.0
14473,43644.0
14474,43337.0
14475,44582.0
14476,47747.0
14477,54321.0
14478,60160.0
14479,63682.0
14480,64862.0
14481,66551.0
14482,67863.0
14483,67054.0
14484,65582.0
14485,64106.0
14486,62599.0
14487,61355.0
14488,60909.0
14489,60217.0
14490,58813.0
14491,56969.0
14492,55354.0
14493,51584.0
14494,48071.0
14495,45385.0
14496,43309.0
14497,41986.0
14498,41368.0
14499,41164.0
14500,41844.0
14501,43545.0
14502,46626.0
14503,50510.0
14504,53550.0
14505,55407.0
14506,56387.0
14507,55625.0
14508,53874.0
14509,52452.0
14510,51545.0
14511,51249.0
14512,50927.0
14513,50980.0
14514,50322.0
14515,49635.0
14516,48821.0
14517,46208.0
14518,43283.0
14519,40731.0
14520,39213.0
14521,37603.0
14522,37077.0
14523,36990.0
14524,37338.0
14525,37862.0
14526,39627.0
14527,42817.0
14528,45779.0
14529,47612.0
14530,49393.0
14531,49206.0
14532,48048.0
14533,47379.0
14534,46444.0
14535,46381.0
14536,47848.0
14537,48743.0
14538,48396.0
14539,49448.0
14540,49679.0
14541,47002.0
14542,44266.0
14543,42049.0
14544,40739.0
14545,40029.0
14546,40314.0
14547,41706.0
14548,46115.0
14549,54626.0
14550,60795.0
14551,64250.0
14552,65756.0
14553,68175.0
14554,69567.0
14555,68989.0
14556,67833.0
14557,66653.0
14558,65396.0
14559,63553.0
14560,62889.0
14561,62260.0
14562,61441.0
14563,60237.0
14564,57464.0
14565,52842.0
14566,48700.0
14567,45776.0
14568,44224.0
14569,43278.0
14570,43335.0
14571,44230.0
14572,47960.0
14573,55425.0
14574,60714.0
14575,63699.0
14576,64501.0
14577,66131.0
14578,67810.0
14579,66962.0
14580,66139.0
14581,64812.0
14582,63240.0
14583,61552.0
14584,60852.0
14585,60278.0
14586,59664.0
14587,58938.0
14588,56610.0
14589,51866.0
14590,47750.0
14591,44878.0
14592,43308.0
14593,42318.0
14594,42506.0
14595,43501.0
14596,47158.0
14597,54492.0
14598,59767.0
14599,62637.0
14600,63920.0
14601,65114.0
14602,66435.0
14603,65863.0
14604,65564.0
14605,64419.0
14606,63458.0
14607,62107.0
14608,61284.0
14609,60692.0
14610,60193.0
14611,59829.0
14612,57267.0
14613,52692.0
14614,48716.0
14615,45230.0
14616,42189.0
14617,41104.0
14618,41361.0
14619,43276.0
14620,47310.0
14621,54523.0
14622,59977.0
14623,63332.0
14624,64436.0
14625,65125.0
14626,66487.0
14627,66579.0
14628,66315.0
14629,64759.0
14630,63519.0
14631,61944.0
14632,61435.0
14633,60739.0
14634,60085.0
14635,59597.0
14636,56572.0
14637,51766.0
14638,48091.0
14639,45092.0
14640,43441.0
14641,42473.0
14642,42644.0
14643,43591.0
14644,47018.0
14645,54474.0
14646,59322.0
14647,62237.0
14648,63572.0
14649,65192.0
14650,66010.0
14651,65791.0
14652,64472.0
14653,62831.0
14654,61145.0
14655,60224.0
14656,59914.0
14657,58724.0
14658,57789.0
14659,56977.0
14660,53697.0
14661,49583.0
14662,45893.0
14663,43349.0
14664,41637.0
14665,40301.0
14666,39608.0
14667,39522.0
14668,40389.0
14669,42305.0
14670,44989.0
14671,48825.0
14672,51371.0
14673,53486.0
14674,53847.0
14675,52769.0
14676,51328.0
14677,50191.0
14678,49289.0
14679,48990.0
14680,48961.0
14681,48862.0
14682,48317.0
14683,47926.0
14684,46179.0
14685,43891.0
14686,41215.0
14687,38611.0
14688,36532.0
14689,35837.0
14690,35499.0
14691,35839.0
14692,36431.0
14693,37088.0
14694,38458.0
14695,41602.0
14696,44884.0
14697,47507.0
14698,50479.0
14699,50913.0
14700,48978.0
14701,47476.0
14702,46519.0
14703,47379.0
14704,48326.0
14705,48736.0
14706,48867.0
14707,49254.0
14708,47442.0
14709,45777.0
14710,42989.0
14711,40670.0
14712,39485.0
14713,38952.0
14714,39229.0
14715,40495.0
14716,44648.0
14717,54301.0
14718,59760.0
14719,62993.0
14720,63876.0
14721,65313.0
14722,66984.0
14723,66606.0
14724,65944.0
14725,64796.0
14726,63571.0
14727,61716.0
14728,61324.0
14729,60807.0
14730,60408.0
14731,59807.0
