,DE_load_actual_entsoe_transparency
28781,45828.0
28782,49089.0
28783,53312.0
28784,55961.0
28785,57165.0
28786,57634.0
28787,57031.0
28788,54875.0
28789,52695.0
28790,51317.0
28791,51023.0
28792,51239.0
28793,52138.0
28794,52105.0
28795,51834.0
28796,49820.0
28797,47367.0
28798,44040.0
28799,40296.0
28800,37983.0
28801,36880.0
28802,36813.0
28803,37173.0
28804,37684.0
28805,37848.0
28806,40184.0
28807,43908.0
28808,46379.0
28809,48928.0
28810,50922.0
28811,50539.0
28812,48399.0
28813,46261.0
28814,44791.0
28815,44723.0
28816,46036.0
28817,47541.0
28818,49140.0
28819,50334.0
28820,49158.0
28821,47717.0
28822,43932.0
28823,41216.0
28824,39877.0
28825,39237.0
28826,39810.0
28827,41601.0
28828,46233.0
28829,55671.0
28830,61775.0
28831,64899.0
28832,65652.0
28833,66066.0
28834,66968.0
28835,66215.0
28836,65295.0
28837,64944.0
28838,64465.0
28839,62231.0
28840,61742.0
28841,61768.0
28842,61918.0
28843,61222.0
28844,59062.0
28845,54704.0
28846,49841.0
28847,46094.0
28848,44180.0
28849,43390.0
28850,43731.0
28851,45664.0
28852,49747.0
28853,57639.0
28854,62666.0
28855,64760.0
28856,64936.0
28857,65657.0
28858,66309.0
28859,65994.0
28860,65306.0
28861,64076.0
28862,63153.0
28863,61556.0
28864,61072.0
28865,61604.0
28866,61939.0
28867,61557.0
28868,59565.0
28869,55145.0
28870,50196.0
28871,45999.0
28872,44123.0
28873,43263.0
28874,43547.0
28875,44968.0
28876,49782.0
28877,57754.0
28878,62730.0
28879,64924.0
28880,65220.0
28881,65910.0
28882,66781.0
28883,66078.0
28884,65302.0
28885,64108.0
28886,63001.0
28887,61522.0
28888,61672.0
28889,61929.0
28890,61874.0
28891,60879.0
28892,59350.0
28893,54782.0
28894,49385.0
28895,46169.0
28896,44360.0
28897,43325.0
28898,43783.0
28899,45057.0
28900,49060.0
28901,56574.0
28902,62216.0
28903,65012.0
28904,65803.0
28905,66414.0
28906,67818.0
28907,66732.0
28908,66086.0
28909,64939.0
28910,63635.0
28911,62292.0
28912,62292.0
28913,62172.0
28914,62278.0
28915,61417.0
28916,60007.0
28917,55506.0
28918,50281.0
28919,46455.0
28920,44733.0
28921,43802.0
28922,44157.0
28923,44980.0
28924,49226.0
28925,57418.0
28926,62473.0
28927,65447.0
28928,66465.0
28929,67580.0
28930,67874.0
28931,66711.0
28932,65382.0
28933,63550.0
28934,62148.0
28935,61271.0
28936,61526.0
28937,60893.0
28938,59999.0
28939,58527.0
28940,56933.0
28941,53089.0
28942,49207.0
28943,46399.0
28944,44057.0
28945,42525.0
28946,42123.0
28947,42208.0
28948,42849.0
28949,44418.0
28950,48072.0
28951,53175.0
28952,55230.0
28953,56177.0
28954,56556.0
28955,55520.0
28956,53382.0
28957,51639.0
28958,50695.0
28959,49804.0
28960,50155.0
28961,51424.0
28962,51620.0
28963,50362.0
28964,49617.0
28965,46757.0
28966,43333.0
28967,39741.0
28968,37576.0
28969,36556.0
28970,36225.0
28971,36249.0
28972,36749.0
28973,36824.0
28974,39313.0
28975,43435.0
28976,46462.0
28977,48170.0
28978,50027.0
28979,49358.0
28980,47571.0
28981,46357.0
28982,45626.0
28983,45601.0
28984,46532.0
28985,48323.0
28986,48915.0
28987,49408.0
28988,49675.0
28989,48177.0
28990,44754.0
28991,42738.0
28992,41287.0
28993,40606.0
28994,41136.0
28995,42268.0
28996,46732.0
28997,55828.0
28998,61400.0
28999,64775.0
29000,65547.0
29001,67248.0
29002,67648.0
29003,66806.0
29004,65916.0
29005,65247.0
29006,64344.0
29007,63828.0
29008,62718.0
29009,63381.0
29010,63089.0
29011,61418.0
29012,59346.0
29013,54494.0
29014,49930.0
29015,46004.0
29016,44494.0
29017,43488.0
29018,43438.0
29019,44722.0
29020,48828.0
29021,56548.0
29022,62130.0
29023,65431.0
29024,65703.0
29025,67419.0
29026,69329.0
29027,68610.0
29028,68635.0
29029,66734.0
29030,64852.0
29031,63457.0
29032,63090.0
29033,63223.0
29034,63641.0
29035,62069.0
29036,60228.0
29037,55719.0
29038,50488.0
29039,46871.0
29040,44952.0
29041,44192.0
29042,44642.0
29043,46034.0
29044,50129.0
29045,58327.0
29046,64460.0
29047,67940.0
29048,68579.0
29049,69268.0
29050,70625.0
29051,70323.0
29052,69822.0
29053,67540.0
29054,66434.0
29055,65033.0
29056,64732.0
29057,63703.0
29058,64210.0
29059,62942.0
29060,59790.0
29061,55163.0
29062,50606.0
29063,47151.0
29064,45447.0
29065,44589.0
29066,44939.0
29067,46336.0
29068,50468.0
29069,58235.0
29070,64015.0
29071,66877.0
29072,68212.0
29073,69251.0
29074,69717.0
29075,69726.0
29076,68848.0
29077,67468.0
29078,66073.0
29079,64991.0
29080,64224.0
29081,64233.0
29082,64396.0
29083,62112.0
29084,61045.0
29085,56119.0
29086,51421.0
29087,47694.0
29088,45778.0
29089,44670.0
29090,45588.0
29091,47022.0
29092,51003.0
29093,58240.0
29094,63609.0
29095,65940.0
29096,66267.0
29097,66569.0
29098,66814.0
29099,66577.0
29100,64939.0
29101,62872.0
29102,61920.0
29103,60813.0
29104,61324.0
29105,60881.0
29106,60557.0
29107,59298.0
29108,57847.0
29109,53539.0
29110,49304.0
29111,45966.0
29112,43723.0
29113,42641.0
29114,42613.0
29115,42481.0
29116,43306.0
29117,44825.0
29118,48392.0
29119,52678.0
29120,55722.0
29121,56594.0
29122,57185.0
29123,56067.0
29124,54164.0
29125,52055.0
29126,51216.0
29127,50576.0
29128,51360.0
29129,52213.0
29130,51992.0
29131,51028.0
29132,49972.0
29133,47394.0
29134,44139.0
29135,40551.0
29136,38349.0
29137,37461.0
29138,36948.0
29139,37065.0
29140,37367.0
29141,37457.0
29142,40224.0
29143,44082.0
29144,47057.0
29145,48637.0
29146,50675.0
29147,50974.0
29148,48449.0
29149,46683.0
29150,45974.0
29151,45716.0
29152,47098.0
29153,48507.0
29154,48594.0
29155,48302.0
29156,48820.0
29157,46847.0
29158,43596.0
29159,41216.0
29160,39365.0
29161,39410.0
29162,39931.0
29163,41529.0
29164,44521.0
29165,50192.0
29166,55401.0
29167,58827.0
29168,60805.0
29169,62744.0
29170,64116.0
29171,63887.0
29172,62087.0
29173,60437.0
29174,59059.0
29175,58207.0
29176,57581.0
29177,57324.0
29178,56586.0
29179,54809.0
29180,53280.0
29181,49620.0
29182,45861.0
29183,43667.0
29184,41869.0
29185,40471.0
29186,40064.0
29187,40336.0
29188,40322.0
29189,39743.0
29190,42359.0
29191,45823.0
29192,49228.0
29193,52081.0
29194,52997.0
29195,52434.0
29196,50944.0
29197,49386.0
29198,48485.0
29199,47858.0
29200,48300.0
29201,49583.0
29202,49490.0
29203,48323.0
29204,48723.0
29205,47488.0
29206,43659.0
29207,41784.0
29208,40297.0
29209,39097.0
29210,39542.0
29211,41532.0
29212,46407.0
29213,55396.0
29214,61619.0
29215,65349.0
29216,66206.0
29217,67021.0
29218,68531.0
29219,67285.0
29220,66832.0
29221,66019.0
29222,65569.0
29223,63902.0
29224,63285.0
29225,63619.0
29226,63505.0
29227,62102.0
29228,60724.0
29229,56541.0
29230,51893.0
29231,48377.0
29232,46267.0
29233,45446.0
29234,45413.0
29235,46475.0
29236,50241.0
29237,57483.0
29238,63872.0
29239,66654.0
29240,66750.0
29241,67600.0
29242,68669.0
29243,67838.0
29244,67389.0
29245,66272.0
29246,65464.0
29247,63951.0
29248,63032.0
29249,63366.0
29250,63419.0
29251,61505.0
29252,59831.0
29253,56050.0
29254,51322.0
29255,47607.0
29256,46381.0
29257,45159.0
29258,45997.0
29259,47432.0
29260,50490.0
29261,57608.0
29262,63218.0
29263,65754.0
29264,66598.0
29265,67466.0
29266,67801.0
29267,67802.0
29268,66660.0
29269,64711.0
29270,63959.0
29271,62828.0
29272,62146.0
29273,61782.0
29274,61109.0
29275,58891.0
29276,57572.0
29277,54370.0
29278,49848.0
29279,46431.0
29280,44027.0
29281,42564.0
29282,42449.0
29283,43071.0
29284,43242.0
29285,45276.0
29286,49537.0
29287,54072.0
29288,56090.0
29289,57075.0
29290,57016.0
29291,56194.0
29292,54390.0
29293,52089.0
29294,50864.0
29295,50477.0
29296,50947.0
29297,51533.0
29298,51495.0
29299,49713.0
29300,49053.0
29301,47386.0
29302,44021.0
29303,40543.0
29304,39057.0
29305,38023.0
29306,37812.0
29307,37977.0
29308,37663.0
29309,37767.0
29310,41016.0
29311,44798.0
29312,47496.0
29313,49090.0
29314,50634.0
29315,50496.0
29316,48374.0
29317,46669.0
29318,45940.0
29319,45936.0
29320,46565.0
29321,48497.0
29322,49324.0
29323,49377.0
29324,49764.0
29325,49054.0
29326,45974.0
29327,43640.0
29328,42330.0
29329,41500.0
29330,41607.0
29331,43109.0
29332,47308.0
29333,55724.0
29334,62085.0
29335,65669.0
29336,66641.0
29337,67424.0
29338,68477.0
29339,67780.0
29340,66998.0
29341,65813.0
29342,64605.0
29343,63552.0
29344,63456.0
29345,63411.0
29346,63216.0
29347,61242.0
29348,60002.0
29349,56027.0
29350,51184.0
29351,48231.0
29352,46526.0
29353,45378.0
29354,45675.0
29355,46613.0
29356,49551.0
29357,57192.0
29358,63201.0
29359,66639.0
29360,66563.0
29361,67609.0
29362,68920.0
29363,68621.0
29364,68051.0
29365,67030.0
29366,65925.0
29367,64628.0
29368,64105.0
29369,63730.0
29370,63887.0
29371,61907.0
29372,60572.0
29373,56847.0
29374,52398.0
29375,48579.0
29376,46518.0
29377,45490.0
29378,45396.0
29379,46532.0
29380,50127.0
29381,57461.0
29382,63107.0
29383,66071.0
29384,66791.0
29385,67957.0
29386,69077.0
29387,68462.0
29388,68174.0
29389,67436.0
29390,65864.0
29391,64238.0
29392,63672.0
29393,62872.0
29394,62171.0
29395,59843.0
29396,57993.0
29397,54420.0
29398,50142.0
29399,46526.0
29400,43848.0
29401,42629.0
29402,42163.0
29403,41668.0
29404,41300.0
29405,41001.0
29406,44194.0
29407,47464.0
29408,49529.0
29409,51300.0
29410,53166.0
29411,53137.0
29412,51661.0
29413,50411.0
29414,49541.0
29415,49279.0
29416,50024.0
29417,51131.0
29418,50277.0
29419,50325.0
29420,50467.0
29421,47830.0
29422,44588.0
29423,41741.0
29424,40002.0
29425,39499.0
29426,39769.0
29427,40960.0
29428,43814.0
29429,49238.0
29430,54298.0
29431,57750.0
29432,59389.0
29433,60235.0
29434,61589.0
29435,61311.0
29436,59359.0
29437,57854.0
29438,56647.0
29439,56160.0
29440,56107.0
29441,56407.0
29442,56204.0
29443,54471.0
29444,53458.0
29445,51036.0
29446,47471.0
29447,44965.0
29448,42835.0
29449,41119.0
29450,40662.0
29451,41035.0
29452,41161.0
29453,43157.0
29454,47174.0
29455,51380.0
29456,54317.0
29457,55188.0
29458,55998.0
29459,55380.0
29460,53130.0
29461,51050.0
29462,50347.0
29463,50042.0
29464,50487.0
29465,51503.0
29466,51479.0
29467,49815.0
29468,48889.0
29469,47495.0
29470,43886.0
29471,40714.0
29472,39506.0
29473,38070.0
29474,37361.0
29475,37160.0
29476,37221.0
29477,37811.0
29478,40321.0
29479,43895.0
29480,46747.0
29481,48724.0
29482,50774.0
29483,50695.0
29484,49013.0
29485,47305.0
29486,46971.0
29487,46320.0
29488,47426.0
29489,48990.0
29490,49944.0
29491,49277.0
29492,49160.0
29493,48787.0
29494,45940.0
29495,43857.0
29496,42213.0
29497,41469.0
29498,41934.0
29499,43155.0
29500,46221.0
29501,55437.0
29502,62193.0
29503,65244.0
29504,65854.0
29505,67380.0
29506,68822.0
29507,68454.0
29508,68778.0
29509,68579.0
29510,67399.0
29511,65693.0
29512,65109.0
29513,64442.0
29514,64343.0
29515,61437.0
29516,59280.0
29517,55929.0
29518,51373.0
29519,48042.0
29520,45998.0
29521,45190.0
29522,45468.0
29523,46623.0
29524,49567.0
29525,57331.0
29526,63634.0
29527,65794.0
29528,66415.0
29529,67601.0
29530,68801.0
29531,68838.0
29532,68510.0
29533,66857.0
29534,65949.0
29535,64957.0
29536,64842.0
29537,64367.0
29538,63886.0
29539,61594.0
29540,59232.0
29541,55659.0
29542,51162.0
29543,47613.0
29544,45524.0
29545,44457.0
29546,44732.0
29547,46008.0
29548,49462.0
29549,57300.0
29550,63109.0
29551,65798.0
29552,66436.0
29553,67758.0
29554,69517.0
29555,69012.0
29556,68489.0
29557,67994.0
29558,66868.0
29559,65263.0
29560,65543.0
29561,65332.0
29562,64074.0
29563,61867.0
29564,59722.0
29565,56228.0
29566,51193.0
29567,48245.0
29568,46645.0
29569,45872.0
29570,45930.0
29571,46996.0
29572,50027.0
29573,57917.0
29574,64628.0
29575,67360.0
29576,68177.0
29577,69552.0
29578,70361.0
29579,69269.0
29580,68603.0
29581,67217.0
29582,66388.0
29583,64607.0
29584,64137.0
29585,63977.0
29586,63889.0
29587,62448.0
29588,60229.0
29589,56744.0
29590,52352.0
29591,48352.0
29592,46579.0
29593,45644.0
29594,45769.0
29595,46852.0
29596,50012.0
29597,58118.0
29598,64473.0
29599,67587.0
29600,68175.0
29601,68880.0
29602,69347.0
29603,68136.0
29604,66580.0
29605,64534.0
29606,63258.0
29607,62274.0
29608,62087.0
29609,61549.0
29610,60849.0
29611,59005.0
29612,56994.0
29613,54020.0
29614,49678.0
29615,46426.0
29616,44493.0
29617,43129.0
29618,43063.0
29619,43367.0
29620,43543.0
29621,45023.0
29622,48251.0
29623,52210.0
29624,54927.0
29625,56628.0
29626,56580.0
29627,55255.0
29628,52551.0
29629,51020.0
29630,50560.0
29631,50115.0
29632,50725.0
29633,51395.0
29634,50921.0
29635,49577.0
29636,48031.0
29637,46501.0
29638,43371.0
29639,40048.0
29640,38115.0
29641,36931.0
29642,36095.0
29643,36090.0
29644,35592.0
29645,35864.0
29646,38801.0
29647,42354.0
29648,45115.0
29649,46969.0
29650,49219.0
29651,48833.0
29652,46899.0
29653,45211.0
29654,43576.0
29655,43154.0
29656,44258.0
29657,45755.0
29658,46009.0
29659,45853.0
29660,45358.0
29661,44892.0
29662,42146.0
29663,39271.0
29664,37487.0
29665,36236.0
29666,35912.0
29667,36075.0
29668,35719.0
29669,36296.0
29670,39546.0
29671,43284.0
29672,45705.0
29673,47730.0
29674,49903.0
29675,49791.0
29676,48152.0
29677,47231.0
29678,46885.0
29679,46322.0
29680,47402.0
29681,48841.0
29682,49356.0
29683,49104.0
29684,48094.0
29685,47620.0
29686,44744.0
29687,42629.0
29688,40883.0
29689,40132.0
29690,40222.0
29691,41276.0
29692,44815.0
29693,53449.0
29694,60540.0
29695,64157.0
29696,65536.0
29697,66935.0
29698,68564.0
29699,68497.0
29700,68004.0
29701,66856.0
29702,66191.0
29703,64651.0
29704,64222.0
29705,63749.0
29706,62983.0
29707,60895.0
29708,58574.0
29709,55565.0
29710,51138.0
29711,47752.0
29712,46083.0
29713,44727.0
29714,44769.0
29715,45970.0
29716,49045.0
29717,57013.0
29718,63055.0
29719,66074.0
29720,67103.0
29721,68362.0
29722,69796.0
29723,69632.0
29724,68657.0
29725,67675.0
29726,66669.0
29727,64954.0
29728,64932.0
29729,64672.0
29730,63997.0
29731,61918.0
29732,59727.0
29733,56739.0
29734,52413.0
29735,48884.0
29736,46749.0
29737,45756.0
29738,45892.0
29739,46758.0
29740,49325.0
29741,56760.0
29742,62757.0
29743,65644.0
29744,66709.0
29745,67968.0
29746,69794.0
29747,70077.0
29748,70164.0
29749,68488.0
29750,67148.0
29751,65799.0
29752,65780.0
29753,65084.0
29754,64179.0
29755,62015.0
29756,59559.0
29757,56171.0
29758,51651.0
29759,48047.0
29760,46190.0
29761,45214.0
29762,45493.0
29763,46365.0
29764,49429.0
29765,56915.0
29766,62942.0
29767,66028.0
29768,67279.0
29769,68488.0
29770,69710.0
29771,69369.0
29772,67279.0
29773,64830.0
29774,63714.0
29775,62801.0
29776,62860.0
29777,62343.0
29778,61222.0
29779,59035.0
29780,56827.0
29781,54125.0
29782,49978.0
29783,46809.0
29784,44548.0
29785,43426.0
29786,43056.0
29787,42815.0
29788,42323.0
29789,44850.0
29790,49026.0
29791,53195.0
29792,56024.0
29793,57611.0
29794,58227.0
29795,57346.0
29796,55436.0
29797,53683.0
29798,52832.0
29799,52240.0
29800,52426.0
29801,52381.0
29802,51735.0
29803,50361.0
29804,48814.0
29805,47508.0
29806,44371.0
29807,41537.0
29808,39434.0
29809,38308.0
29810,37898.0
29811,37310.0
29812,36643.0
29813,37867.0
29814,40865.0
29815,44379.0
29816,47101.0
29817,49131.0
29818,50892.0
29819,50580.0
29820,49439.0
29821,48707.0
29822,48087.0
29823,47361.0
29824,48080.0
29825,49269.0
29826,49544.0
29827,49372.0
29828,49126.0
29829,49242.0
29830,46302.0
29831,44083.0
29832,42196.0
29833,41660.0
29834,42394.0
29835,43613.0
29836,46527.0
29837,54781.0
29838,61692.0
29839,65610.0
29840,67033.0
29841,68862.0
29842,69780.0
29843,69330.0
29844,68894.0
29845,68090.0
29846,67198.0
29847,65391.0
29848,65303.0
29849,64794.0
29850,64399.0
29851,62245.0
29852,59549.0
29853,56803.0
29854,52255.0
29855,48786.0
29856,46905.0
29857,45828.0
29858,46081.0
29859,46923.0
29860,49595.0
29861,57622.0
29862,63979.0
29863,67191.0
29864,68177.0
29865,69478.0
29866,70789.0
29867,70488.0
29868,69805.0
29869,69238.0
29870,68112.0
29871,67111.0
29872,66391.0
29873,65552.0
29874,64728.0
29875,62432.0
29876,59805.0
29877,56827.0
29878,52545.0
29879,49109.0
29880,46884.0
29881,45798.0
29882,45741.0
29883,46248.0
29884,48940.0
29885,56631.0
29886,63251.0
29887,66114.0
29888,66671.0
29889,67814.0
29890,69197.0
29891,68752.0
29892,68602.0
29893,67225.0
29894,66662.0
29895,64947.0
29896,64154.0
29897,63803.0
29898,62797.0
29899,60616.0
29900,57871.0
29901,55261.0
29902,50842.0
29903,46856.0
29904,44956.0
29905,43505.0
29906,43530.0
29907,43157.0
29908,43445.0
29909,46082.0
29910,50255.0
29911,53157.0
29912,54942.0
29913,55990.0
29914,57581.0
29915,57675.0
29916,56745.0
29917,55948.0
29918,54917.0
29919,54371.0
29920,54447.0
29921,55206.0
29922,54926.0
29923,53732.0
29924,52631.0
29925,51206.0
29926,47323.0
29927,44622.0
29928,42579.0
29929,41706.0
29930,41710.0
29931,42683.0
29932,44798.0
29933,51358.0
29934,57300.0
29935,60149.0
29936,62455.0
29937,63962.0
29938,64560.0
29939,63612.0
29940,62592.0
29941,61217.0
29942,60678.0
29943,59403.0
29944,59856.0
29945,59432.0
29946,58175.0
29947,56133.0
29948,53818.0
29949,51505.0
29950,48190.0
29951,45115.0
29952,43239.0
29953,41889.0
29954,41386.0
29955,41564.0
29956,41458.0
29957,43824.0
29958,47228.0
29959,50900.0
29960,53753.0
29961,55822.0
29962,57066.0
29963,56013.0
29964,53938.0
29965,52242.0
29966,51048.0
29967,50853.0
29968,51104.0
29969,51530.0
29970,50698.0
29971,48917.0
29972,47381.0
29973,46291.0
29974,43381.0
29975,40953.0
29976,39120.0
29977,37837.0
29978,37306.0
29979,36933.0
29980,36623.0
29981,37669.0
29982,39940.0
29983,43454.0
29984,46468.0
29985,48533.0
29986,51043.0
29987,50682.0
29988,48425.0
29989,47174.0
29990,46383.0
29991,46155.0
29992,46968.0
29993,48250.0
29994,48814.0
29995,48607.0
29996,47955.0
29997,48418.0
29998,45287.0
29999,42581.0
30000,41102.0
30001,40357.0
30002,40655.0
30003,41977.0
30004,45187.0
30005,53926.0
30006,60642.0
30007,64265.0
30008,65631.0
30009,67605.0
30010,69084.0
30011,68845.0
30012,67829.0
30013,66962.0
30014,66136.0
30015,64776.0
30016,64345.0
30017,63724.0
30018,63121.0
30019,61249.0
30020,58795.0
30021,56155.0
30022,51515.0
30023,48003.0
30024,46208.0
30025,44998.0
30026,45221.0
30027,46272.0
30028,49037.0
30029,56901.0
30030,63755.0
30031,66932.0
30032,67696.0
30033,69089.0
30034,70195.0
30035,69609.0
30036,68904.0
30037,68036.0
30038,67067.0
30039,65333.0
30040,64866.0
30041,64352.0
30042,63601.0
30043,61307.0
30044,58999.0
30045,56369.0
30046,51847.0
30047,48798.0
30048,46998.0
30049,45590.0
30050,45523.0
30051,46323.0
30052,49040.0
30053,57034.0
30054,63008.0
30055,66583.0
30056,67508.0
30057,69035.0
30058,70208.0
30059,69822.0
30060,69955.0
30061,68860.0
30062,67726.0
30063,65948.0
30064,65834.0
30065,65155.0
30066,64322.0
30067,62465.0
30068,59656.0
30069,57096.0
30070,53036.0
30071,49815.0
30072,47363.0
30073,46013.0
30074,45843.0
30075,46534.0
30076,49415.0
30077,57481.0
30078,63731.0
30079,67064.0
30080,67763.0
30081,69322.0
30082,70590.0
30083,70419.0
30084,69687.0
30085,68503.0
30086,67907.0
30087,66763.0
30088,66417.0
30089,65866.0
30090,65082.0
30091,62604.0
30092,59640.0
30093,56603.0
30094,52508.0
30095,49672.0
30096,47637.0
30097,46115.0
30098,46426.0
30099,46815.0
30100,49510.0
30101,57358.0
30102,63758.0
30103,66780.0
30104,67757.0
30105,69482.0
30106,70961.0
30107,70336.0
30108,68605.0
30109,66658.0
30110,64961.0
30111,64145.0
30112,64476.0
30113,63585.0
30114,62464.0
30115,59758.0
30116,56929.0
30117,54654.0
30118,51206.0
30119,48144.0
30120,45899.0
30121,44137.0
30122,43225.0
30123,43130.0
30124,42992.0
30125,45391.0
30126,50303.0
30127,54512.0
30128,56888.0
30129,57929.0
30130,58485.0
30131,57832.0
30132,56328.0
30133,55263.0
30134,54168.0
30135,52870.0
30136,53480.0
30137,53639.0
30138,53182.0
30139,51041.0
30140,49189.0
30141,48522.0
30142,45620.0
30143,42667.0
30144,40093.0
30145,38906.0
30146,38120.0
30147,37834.0
30148,37312.0
30149,38239.0
30150,40858.0
30151,44453.0
30152,47329.0
30153,49588.0
30154,52057.0
30155,52192.0
30156,49815.0
30157,49050.0
30158,48983.0
30159,48850.0
30160,50165.0
30161,51214.0
30162,51344.0
30163,51166.0
30164,50410.0
30165,50079.0
30166,47213.0
30167,44310.0
30168,43058.0
30169,42373.0
30170,42625.0
30171,43656.0
30172,47060.0
30173,56061.0
30174,62493.0
30175,66156.0
30176,67816.0
30177,68819.0
30178,70133.0
30179,69644.0
30180,69640.0
30181,68487.0
30182,68067.0
30183,66798.0
30184,66809.0
30185,66142.0
30186,64878.0
30187,62108.0
30188,59335.0
30189,56168.0
30190,52162.0
30191,48837.0
30192,46917.0
30193,45903.0
30194,45475.0
30195,46272.0
30196,49587.0
30197,57456.0
30198,63548.0
30199,66343.0
30200,67044.0
30201,67872.0
30202,69578.0
30203,69104.0
30204,68561.0
30205,67949.0
30206,67654.0
30207,65816.0
30208,65292.0
30209,64965.0
30210,64223.0
30211,61774.0
30212,59091.0
30213,55797.0
30214,51350.0
30215,47709.0
30216,46171.0
30217,45023.0
30218,45164.0
30219,46075.0
30220,49307.0
30221,57749.0
30222,63254.0
30223,65962.0
30224,67322.0
30225,69362.0
30226,69974.0
30227,68820.0
30228,68082.0
30229,67207.0
30230,66691.0
30231,65486.0
30232,65051.0
30233,64493.0
30234,63521.0
30235,60543.0
30236,57951.0
30237,55039.0
30238,50775.0
30239,47862.0
30240,46004.0
30241,44908.0
30242,44405.0
30243,45295.0
30244,48501.0
30245,56634.0
30246,62731.0
30247,65727.0
30248,66835.0
30249,68864.0
30250,69145.0
30251,68378.0
30252,67774.0
30253,67020.0
30254,66828.0
30255,65561.0
30256,65635.0
30257,65278.0
30258,64568.0
30259,61783.0
30260,59061.0
30261,56479.0
30262,52186.0
30263,48880.0
30264,46829.0
30265,45288.0
30266,45213.0
30267,46247.0
30268,49542.0
30269,56948.0
30270,62914.0
30271,66349.0
30272,67197.0
30273,68840.0
30274,69992.0
30275,69306.0
30276,67744.0
30277,65936.0
30278,64872.0
30279,63301.0
30280,63249.0
30281,62590.0
30282,61359.0
30283,58370.0
30284,56002.0
30285,54038.0
30286,50236.0
30287,45887.0
30288,43939.0
30289,42836.0
30290,42411.0
30291,41971.0
30292,42114.0
30293,44239.0
30294,48215.0
30295,52568.0
30296,55031.0
30297,56381.0
30298,57325.0
30299,57016.0
30300,55401.0
30301,53207.0
30302,52130.0
30303,51700.0
30304,52186.0
30305,52415.0
30306,51713.0
30307,49871.0
30308,47738.0
30309,46761.0
30310,44035.0
30311,41343.0
30312,39235.0
30313,37697.0
30314,37187.0
30315,37070.0
30316,36753.0
30317,37961.0
30318,40670.0
30319,44273.0
30320,47397.0
30321,50195.0
30322,52342.0
30323,51961.0
30324,50011.0
30325,48395.0
30326,47829.0
30327,47904.0
30328,48288.0
30329,47989.0
30330,48820.0
30331,48224.0
30332,48038.0
30333,48159.0
30334,45121.0
30335,42973.0
30336,41612.0
30337,40939.0
30338,41406.0
30339,42491.0
30340,46145.0
30341,55372.0
30342,62286.0
30343,66012.0
30344,67005.0
30345,69050.0
30346,70038.0
30347,69996.0
30348,69616.0
30349,68804.0
30350,67868.0
30351,66223.0
30352,66100.0
30353,65503.0
30354,64462.0
30355,61457.0
30356,58630.0
30357,56281.0
30358,51853.0
30359,48295.0
30360,46221.0
30361,45236.0
30362,45661.0
30363,46674.0
30364,49684.0
30365,58664.0
30366,64666.0
30367,68006.0
30368,68903.0
30369,70218.0
30370,71948.0
30371,71135.0
30372,70120.0
30373,68842.0
30374,68136.0
30375,66841.0
30376,66596.0
30377,65869.0
30378,64736.0
30379,61786.0
30380,59052.0
30381,56521.0
30382,52317.0
30383,48775.0
30384,46921.0
30385,45956.0
30386,45923.0
30387,47037.0
30388,49955.0
30389,58421.0
30390,64243.0
30391,67568.0
30392,69135.0
30393,70271.0
30394,71488.0
30395,70969.0
30396,70621.0
30397,68705.0
30398,67889.0
30399,66826.0
30400,66717.0
30401,66084.0
30402,65331.0
30403,62980.0
30404,59593.0
30405,57195.0
30406,52935.0
30407,49625.0
30408,47421.0
30409,46022.0
30410,45846.0
30411,46518.0
30412,49373.0
30413,57629.0
30414,64067.0
30415,68066.0
30416,69155.0
30417,71279.0
30418,73018.0
30419,72417.0
30420,71412.0
30421,69741.0
30422,68882.0
30423,67554.0
30424,66184.0
30425,65974.0
30426,64658.0
30427,61910.0
30428,58904.0
30429,56546.0
30430,52413.0
30431,48662.0
30432,46345.0
30433,45427.0
30434,45906.0
30435,46874.0
30436,49443.0
30437,56932.0
30438,62458.0
30439,65932.0
30440,67599.0
30441,68965.0
30442,69703.0
30443,69009.0
30444,67659.0
30445,66233.0
30446,65551.0
30447,63665.0
30448,63756.0
30449,63133.0
30450,61659.0
30451,58785.0
30452,55735.0
30453,53458.0
30454,49699.0
30455,45976.0
30456,44006.0
30457,42660.0
30458,42409.0
30459,42422.0
30460,42349.0
30461,44374.0
30462,47925.0
30463,51917.0
30464,54987.0
30465,56710.0
30466,57853.0
30467,56640.0
30468,54833.0
30469,53130.0
30470,51924.0
30471,51374.0
30472,52305.0
30473,52285.0
30474,51258.0
30475,48102.0
30476,46162.0
30477,45994.0
30478,43607.0
30479,40482.0
30480,38829.0
30481,37713.0
30482,37412.0
30483,37220.0
30484,36642.0
30485,37187.0
30486,39428.0
30487,42618.0
30488,45814.0
30489,48191.0
30490,50633.0
30491,50121.0
30492,48640.0
30493,47757.0
30494,47482.0
30495,47246.0
30496,48283.0
30497,49388.0
30498,49484.0
30499,48403.0
30500,47841.0
30501,48023.0
30502,44841.0
30503,42519.0
30504,41394.0
30505,40582.0
30506,41270.0
30507,42851.0
30508,46229.0
30509,55209.0
30510,62169.0
30511,65561.0
30512,66941.0
30513,67909.0
30514,69068.0
30515,68791.0
30516,68062.0
30517,66841.0
30518,65238.0
30519,64328.0
30520,63932.0
30521,63885.0
30522,63346.0
30523,60951.0
30524,58041.0
30525,55907.0
30526,51171.0
30527,47521.0
